,Unnamed: 0,full_text,is_retweet,place_cord,place_name,result_type,retweet_count,screen_name,tweet_created,tweet_id,user_id,sentimental_score,sentiment_status,subjectivity,latitude,longitude
1664,1664,DACA didn t exist in 2008 2011,0,"[139.729893, 35.668551]",Chiyoda-ku,recent,0,psorensen,Sun Feb 11 01:41:45 +0000 2018,9.63e+17,15048470.0,0.0,neu,0.0,-6.191395,106.740585881
1665,1665,Actually factually incorrect If that were true HRC would be POTUS Thank GOD for the Electoral College and a Representative Replublic and NOT a pure Democracy Get a clue,0,"[133.679635, 33.51565]",Konan-shi,recent,0,skept_o,Sat Feb 10 23:19:05 +0000 2018,9.62e+17,9.06e+17,0.188095238095,pos,0.416666666667,-6.19257205,106.76972549
1666,1666,Dems please fairly treat Dear President Trump,0,"[135.510578001, 34.6442140025]",Osaka-shi Tennoji,recent,0,wangsuya1,Sat Feb 10 21:02:31 +0000 2018,9.62e+17,220911561.0,0.7,very pos,0.9,-6.24316375,106.799850296
1667,1667,We always pay much attention for anything,0,"[132.491125, 33.687285]",Matsuyama-shi,recent,0,MayukoNishiyama,Sat Feb 10 17:11:07 +0000 2018,9.62e+17,9.5e+17,0.2,pos,0.2,-4.7993356,114.5632032
1668,1668,At GOP they like to beat up the pussy before grabbing it,0,"[138.915764, 35.128613]",Kanagawa-ken,recent,0,borlach321,Sat Feb 10 15:15:14 +0000 2018,9.62e+17,446714744.0,0.0,neu,0.0,-6.1711625,106.816743889
1669,1669,Hey Donald You wanna eat 3colours noodle DonaldTrump peace nomorewar 3coloursnoodle menyadaiz https t co AidwoKaGKW,0,"[139.394316, 35.297103]",Fujisawa-shi,recent,0,WMCSORATAKAHIR,Sat Feb 10 06:56:17 +0000 2018,9.62e+17,7.08e+17,0.0,neu,0.0,6.5960605,3.340787
1670,1670,Hey Trump Do you know 3colours noodle DonaldTrump 3coloursnoodle menyadaiz Japan ramen https t co bkZbykQqzt,0,"[139.394316, 35.297103]",Fujisawa-shi,recent,0,WMCSORATAKAHIR,Sat Feb 10 06:46:34 +0000 2018,9.62e+17,7.08e+17,0.0,neu,0.0,6.5960605,3.340787
1671,1671,The only question is what God,0,"[137.164161, 34.764944]",Gamagori-shi,recent,0,JaimeOcampoMD,Sat Feb 10 04:04:37 +0000 2018,9.62e+17,3057870172.0,0.0,neu,0.0,10.3825318,7.8533226
1672,1672,If you are Latina and vote for Donald trump you are a ladder puller Shame Shame I suspect you are a bot though,0,"[138.151731, 34.815315]",Fujieda-shi,recent,0,JaimeOcampoMD,Sat Feb 10 03:44:20 +0000 2018,9.62e+17,3057870172.0,0.0,neu,0.0,8.4,4.466667
1673,1673,Yes he won the electorate college but he did not win the popular vote So both of you are correct He won the election but the majority of Americans did not vote for him,0,"[138.151731, 34.815315]",Fujieda-shi,recent,0,JaimeOcampoMD,Sat Feb 10 03:40:29 +0000 2018,9.62e+17,3057870172.0,0.7,very pos,0.65,6.4550575,3.3941795
1674,1674,stietz Bot indeed,0,"[138.291700997, 34.8986619981]",Shizuoka-shi Suruga-ku,recent,0,JaimeOcampoMD,Sat Feb 10 03:36:08 +0000 2018,9.62e+17,3057870172.0,0.0,neu,0.0,70.91949005,-111.197434654
1675,1675,I sincerely agree with him with him best ideas than ever of course compared with Democrats I follow you Republicans to be continued,0,"[133.129983, 34.162661]",Kamijima-cho,recent,0,ytkkaku4816pas1,Sat Feb 10 00:25:04 +0000 2018,9.62e+17,8.09e+17,0.75,very pos,0.4,6.5960605,3.340787
1676,1676,gets his intel from because he can t read the real intelligence reports idiotpresident,0,"[139.550144, 35.275432]",Zushi-shi,recent,0,Helapeno,Fri Feb 09 22:08:03 +0000 2018,9.62e+17,3309634967.0,0.2,pos,0.3,6.46249745,3.16570641436
1677,1677,Many years of depletion You seriously just pull this shit out of your ass don t you,0,"[139.550144, 35.275432]",Zushi-shi,recent,0,Helapeno,Fri Feb 09 21:59:11 +0000 2018,9.62e+17,3309634967.0,-0.0111111111111,neg,0.655555555556,-33.5220919,25.7124845
1678,1678,Shut the fuck up you opportunistic fake ass dotard,0,"[139.550144, 35.275432]",Zushi-shi,recent,0,Helapeno,Fri Feb 09 21:58:16 +0000 2018,9.62e+17,3309634967.0,-0.45,neg,0.8,7.3777462,3.8972497
1679,1679,Strong military is necessary in this world now,0,"[135.510578001, 34.6442140025]",Osaka-shi Tennoji,recent,0,wangsuya1,Fri Feb 09 20:58:12 +0000 2018,9.62e+17,220911561.0,0.111111111111,pos,0.611111111111,6.5960605,3.340787
1680,1680,It bothers me so much to see hanging out with and the rest of his fake administration don t deserve the respect nor recognition Missbeingaproudamerican,0,"[138.912899, 35.061224]",Kannami-cho,recent,0,stevenlejeune,Fri Feb 09 12:03:52 +0000 2018,9.62e+17,231648570.0,-0.15,neg,0.6,70.91949005,-111.197434654
1681,1681,I speak for all when I say STOP WATCHING FOX amp FRIENDS AND DO THE DAMN JOB,0,"[139.550144, 35.275432]",Zushi-shi,recent,0,Helapeno,Fri Feb 09 08:16:47 +0000 2018,9.62e+17,3309634967.0,0.0,neu,0.0,6.4550575,3.3941795
1682,1682,Shitposter in Chief https t co lgXBYw8jyH,0,"[115.083847, -8.849261]",Kuta,recent,5,subverzo,Mon Feb 19 05:59:38 +0000 2018,9.65e+17,18350235.0,0.0,neu,0.0,6.5960605,3.340787
1683,1683,You mean a lying president,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Mon Feb 19 00:22:39 +0000 2018,9.65e+17,7.51e+17,-0.3125,neg,0.6875,6.2100945,7.0741145
1684,1684,jackleg At least he got the mental health rule done which Trump quietly rescinded,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Mon Feb 19 00:22:07 +0000 2018,9.65e+17,7.51e+17,-0.133333333333,neg,0.311111111111,11.9918671,8.5303654
1685,1685,Bot people,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Mon Feb 19 00:20:04 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,9.0643305,7.4892974
1686,1686,Stanford Probably no use trying to argue with someone whose go to insult crybaby isn t generally used by people aged 9 Tells you everything you need to know about the mentality of the guy,0,"[116.220455, -8.956074]",Pujut,recent,0,Kumori_Shinobi,Sun Feb 18 16:49:42 +0000 2018,9.65e+17,147997126.0,-0.025,neg,0.45,6.4550575,3.3941795
1687,1687,The NRA gives money to losers,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 15:31:52 +0000 2018,9.65e+17,7.51e+17,-0.2,neg,0.2,11.9918671,8.5303654
1688,1688,The red can t revolt Just lie,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 15:31:29 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,11.8395257,13.1536509
1689,1689,Manafort you fuckface https t co gNJAbLoaMJ,0,"[115.083847, -8.849261]",Kuta,recent,0,subverzo,Sun Feb 18 13:36:17 +0000 2018,9.65e+17,18350235.0,0.0,neu,0.0,6.5960605,3.340787
1690,1690,me reading s latest tweet https t co AfIyM2ez3W,0,"[115.083847, -8.849261]",Kuta,recent,0,subverzo,Sun Feb 18 13:31:54 +0000 2018,9.65e+17,18350235.0,0.5,very pos,0.9,70.91949005,-111.197434654
1691,1691,Deplorable,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 13:31:38 +0000 2018,9.65e+17,7.51e+17,-0.6,very neg,0.9,6.5960605,3.340787
1692,1692,Laughing at you Donnie Start the sanctions,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 13:30:22 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,9.0643305,7.4892974
1693,1693,Moscow was laughing their asses off in your Oval Office https t co 1NNgAbK9FX,0,"[115.083847, -8.849261]",Kuta,recent,0,subverzo,Sun Feb 18 13:30:01 +0000 2018,9.65e+17,18350235.0,0.0,neu,0.0,6.4550575,3.3941795
1694,1694,Please resign now so we can impeach Pence next,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,chrisjis,Sun Feb 18 13:22:18 +0000 2018,9.65e+17,257488946.0,0.0,neu,0.0,6.3330586,5.6221058
1695,1695,Hey sunshine You do realize you aren t a candidate anymore You actually have a job to do Quite a big one actually https t co nx5tiKWD8u,0,"[106.792411, -6.268342]",Kebayoran Baru,recent,0,darren_spence,Sun Feb 18 12:59:59 +0000 2018,9.65e+17,139925143.0,0.0,neu,0.1,6.3330586,5.6221058
1696,1696,So i come before him daily seeking his will and his plan for our carrier,0,"[106.898751, -6.2634]",Duren Sawit,recent,0,Anakmasperkasa1,Sun Feb 18 12:56:50 +0000 2018,9.65e+17,9.14e+17,0.0,neu,0.0,6.3330586,5.6221058
1697,1697,Hes beyond blessing He s doesn t believe in God Anyhow,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 12:37:31 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,6.3330586,5.6221058
1698,1698,in Bali this is prime time evening horror entertainment hopefully Adam Schiff leaks the Memo https t co rmPInzRUxP,0,"[115.083847, -8.849261]",Kuta,recent,1,subverzo,Sun Feb 18 12:32:45 +0000 2018,9.65e+17,18350235.0,0.0,neu,0.0,6.3330586,5.6221058
1699,1699,It was Iran s cash,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 18 12:29:27 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,9.0643305,7.4892974
1700,1700,This is actually a new low https t co eVHFp6U6ju,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,ArieRiswandy,Sun Feb 18 04:58:07 +0000 2018,9.65e+17,91393222.0,0.0681818181818,pos,0.377272727273,6.5960605,3.340787
1701,1701,You don t know that,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,keepitsimpleabc,Sun Feb 18 04:56:10 +0000 2018,9.65e+17,7.51e+17,0.0,neu,0.0,6.5960605,3.340787
1702,1702,Please United States And People Of United States HE Pdt Donald J Trump https t co ATCxFFPfgA,0,"[106.534379, -6.339737]",Legok,recent,0,Damayantiyolla,Sat Feb 17 02:53:54 +0000 2018,9.65e+17,4614838587.0,0.0,neu,0.0,6.4550575,3.3941795
1703,1703,May God s Blessing For Peace Safety Security And Prosperity Always Be Upon United States And People Of United States HE Pdt Donald J Trump And All People Of The World,0,"[106.349414, -6.349517]",Tangerang,recent,0,Damayantiyolla,Fri Feb 16 21:39:16 +0000 2018,9.65e+17,4614838587.0,0.0,neu,0.0,6.5960605,3.340787
1704,1704,Deepest Condolences UnitedStates And People Of United States HE Pdt Donald J Trump For Deep Grief Over The Lose From The Tragedy,0,"[106.534379, -6.339737]",Legok,recent,0,Damayantiyolla,Fri Feb 16 21:34:48 +0000 2018,9.65e+17,4614838587.0,-0.4,neg,0.3,6.5960605,3.340787
1705,1705,Help me to Destroy DUNIA FANTASY at Jakarta Indonesia caused of didn t give any answer to my Conclusion to form SEA MARINE CONSERVATION Pls contact Zoos Melswilness The Maximiliana Khmer Rouge East Java,0,"[112.573158, -7.453794]",Krian,recent,0,WTheMaximiliana,Fri Feb 16 17:26:39 +0000 2018,9.65e+17,2540975773.0,-0.2,neg,0.0,6.5960605,3.340787
1706,1706,how can he actually sit there and blame the victims for not noticing erratic behaviour when the clear problem is the gun law that HE isn t changing https t co mmObvXRpu7,0,"[115.083847, -8.849261]",Kuta,recent,2,xoitsannelise,Fri Feb 16 14:24:27 +0000 2018,9.65e+17,826914942.0,0.05,pos,0.241666666667,6.5960605,3.340787
1707,1707,is for real https t co AkbG3RvMUZ,0,"[95.004677, -11.007615]",Indonesia,recent,0,AndiPrama,Fri Feb 16 08:11:51 +0000 2018,9.64e+17,65577740.0,0.2,pos,0.3,9.9175125,8.8979401
1708,1708,Wow Are you one of them https t co VyHgwD6PWT,0,"[95.004677, -11.007615]",Indonesia,recent,0,AndiPrama,Fri Feb 16 07:26:37 +0000 2018,9.64e+17,65577740.0,0.1,pos,1.0,0.3317,41.7798
1709,1709,Mr President if you re that scared to mention the word gun I ll tweet it for you GUN GUN GUN GUN GUN GUN GUN GUN,0,"[115.083847, -8.849261]",Kuta,recent,0,RURI_21J,Fri Feb 16 07:18:25 +0000 2018,9.64e+17,57227713.0,0.0,neu,0.0,6.5960605,3.340787
1710,1710,Dear,0,"[112.620774, -7.338494]",Lakarsantri,recent,0,nahlesmono,Fri Feb 16 07:10:28 +0000 2018,9.64e+17,2645448624.0,0.0,neu,0.0,4.7676576,7.0188527
1711,1711,Hey just reminding you on Feb 28 2017 you signed H J Res 40 effectively ending the requirement to enter the names of people who receive mental health benefits into the National Instant Criminal Background Check System Now who is to blame https t co OBdFYX9FWB,0,"[106.812497, -6.324587]",Pasar Minggu,recent,0,darren_spence,Thu Feb 15 20:19:49 +0000 2018,9.64e+17,139925143.0,0.025,pos,0.554166666667,12.453889,4.1975
1712,1712,Yes indeed all this info was there and yet in your country and under your supervision he is able to buy a gun legally https t co kXj1mKEezf,0,"[112.758977, -7.311312]",Sukolilo,recent,1,WiebeWkkr,Thu Feb 15 16:54:30 +0000 2018,9.64e+17,51918250.0,0.35,pos,0.4125,0.3317,41.7798
1713,1713,Poor bot,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Thu Feb 15 12:22:53 +0000 2018,9.64e+17,7.51e+17,-0.4,neg,0.6,6.5960605,3.340787
1714,1714,When a REAL GREAT he want to be Most important thing is he should HONOR his heart in PEACE amp TRUTH If ALWAYS confratating by his selfishness Ego amp twisting TRUTH Even all people suffer amp useless to fight back GOD JESUS WILL PROTECT THIS WORLD IN PEACE amp TRUTH BELIEVE IT,0,"[106.772307, -6.185643]",Grogol Petamburan,recent,1,ArthurKangda,Thu Feb 15 09:43:55 +0000 2018,9.64e+17,4842268813.0,0.225,pos,0.55,6.4550575,3.3941795
1715,1715,This president still believes that muslims all around the world are terrorists huh I have my own stupid president but for me you are more stupid than mine Please do gun control acts or regulation to protect your people as hard as your treatment to terrorist Mr POTUS,0,"[106.909353, -6.2215589]",Cakung,recent,0,dikrizal,Thu Feb 15 06:50:05 +0000 2018,9.64e+17,83900013.0,-0.630555555556,very neg,0.847222222222,5.4540953,7.5153071
1716,1716,Hey Prayers aren t working sunshine How about gun control Now there s a thought https t co CjkHgHZHVR,0,"[106.812497, -6.324587]",Pasar Minggu,recent,0,darren_spence,Thu Feb 15 02:29:22 +0000 2018,9.64e+17,139925143.0,0.0,neu,0.0,7.3777462,3.8972497
1717,1717,chaplain Agreed and it starts with a head of state with questionable morals spews hateful rhetoric and a love for pussies and strippers,0,"[106.792411, -6.268342]",Kebayoran Baru,recent,0,peggyplee,Thu Feb 15 01:14:58 +0000 2018,9.64e+17,3123466463.0,0.0,neu,0.8,9.0643305,7.4892974
1718,1718,Everyone knows your a Fraud please run for president EasyWIN for https t co wwDOq3T3IG,0,"[106.663609, -6.344326]",Serpong,recent,0,DTindomie,Wed Feb 14 22:53:40 +0000 2018,9.64e+17,883528856.0,0.0,neu,0.0,7.7312634,8.538425
1719,1719,So economical thrifty like as Mrs said thather nation children indeed naughty butwould care tosacrifice of the blood amp soul https t co 35mvBmDAjo,0,"[106.830408, -6.206999]",Menteng,recent,0,philliangga,Wed Feb 14 20:39:53 +0000 2018,9.64e+17,1745334474.0,0.075,pos,0.9,6.4550575,3.3941795
1720,1720,CHINESE CERAMICS JUN YAO NOTHERN SONG DINASTY CHRISTIE S CENTRAL HONGKONG AUCTIONT ROOM https t co LI9T8sfzqu,0,"[112.678072, -7.333138]",Wiyung,recent,0,SubagioHermanto,Wed Feb 14 19:35:52 +0000 2018,9.64e+17,7.72e+17,0.0,neu,0.125,7.3777462,3.8972497
1721,1721,Is this real https t co muz5nqHc33,0,"[95.004677, -11.007615]",Indonesia,recent,0,AndiPrama,Wed Feb 14 15:42:58 +0000 2018,9.64e+17,65577740.0,0.2,pos,0.3,6.4550575,3.3941795
1722,1722,Why did you release 3000 ISIS members in Raqqa What s your aim How you guys are brave to support PYD YPG terror activities against Turkiye Do you feel any shame on civillian killings OperationOliveBranch TurkeyDefeatsTerrorism,0,"[103.9202155, 0.981291]",Sei Beduk,recent,0,mustafamesin,Wed Feb 14 03:43:17 +0000 2018,9.64e+17,73957911.0,0.8,very pos,1.0,6.4550575,3.3941795
1723,1723,On this I part ways with Boondoggle And frankly if my town country and state can t keep the road in good order then the hell with them,0,"[115.2141769, -8.6750868]",East Denpasar,recent,0,StoneFree2Rant,Tue Feb 13 14:27:49 +0000 2018,9.63e+17,178232832.0,0.7,very pos,0.6,9.0643305,7.4892974
1724,1724,Come on put n end to this SHIT https t co 749qkPhZab,0,"[106.558671, -6.221192]",Jati Uwung,recent,0,DTindomie,Tue Feb 13 13:36:17 +0000 2018,9.63e+17,883528856.0,-0.2,neg,0.8,9.0643305,7.4892974
1725,1725,Better yet From all the women he abused He can climb all over them,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,keepitsimpleabc,Mon Feb 12 03:14:19 +0000 2018,9.63e+17,7.51e+17,0.5,very pos,0.5,9.0643305,7.4892974
1726,1726,It won t match the Trillion dollar debt we will need to pay back And guess what Most business give bonus with or without ur plan,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,keepitsimpleabc,Mon Feb 12 03:12:26 +0000 2018,9.63e+17,7.51e+17,0.0,neu,0.0,9.0643305,7.4892974
1727,1727,Do you BELIEVE it No real PEACEFUL WORLD No real productivity Just USING accounting Methods to provide Bonus How long can it be Military expenses amp Creating WARS ETC Had kill the REAL ECONOMY Only Printing MONEY To recover economy How URGLY How SILLY UNTRUTH,0,"[106.757595, -6.213853]",Kebon Jeruk,recent,0,ArthurKangda,Mon Feb 12 02:08:18 +0000 2018,9.63e+17,4842268813.0,0.0208333333333,pos,0.454166666667,70.91949005,-111.197434654
1728,1728,WISE AND BEHAVIOR,0,"[106.770437, -6.297602]",Kebayoran Lama,recent,0,Suharno59189303,Sun Feb 11 07:56:39 +0000 2018,9.63e+17,9.58e+17,0.7,very pos,0.9,5.517,5.75
1729,1729,Bot in action,0,"[106.725732, -6.29548]",Pesanggrahan,recent,0,keepitsimpleabc,Sun Feb 11 00:13:52 +0000 2018,9.62e+17,7.51e+17,0.1,pos,0.1,6.5960605,3.340787
1730,1730,Haha Your funny and a joke,0,"[106.725732, -6.29548]",Pesanggrahan,recent,0,keepitsimpleabc,Sun Feb 11 00:13:27 +0000 2018,9.62e+17,7.51e+17,0.225,pos,0.65,7.3777462,3.8972497
1731,1731,Stupid bot,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sun Feb 11 00:11:35 +0000 2018,9.62e+17,7.51e+17,-0.8,very neg,1.0,6.3330586,5.6221058
1732,1732,stietz The problem is he can t think big He s proven to be narrow minded,0,"[106.721034, -6.217601]",Kembangan,recent,0,keepitsimpleabc,Sat Feb 10 13:21:58 +0000 2018,9.62e+17,7.51e+17,-0.1,neg,0.25,11.9918671,8.5303654
1733,1733,It is REALLY SHAMEFUL WHEN AMERICA ALWAYS USING DOUBLE STANDARD PROPAGANDA METHODS TO CREATE REAL UNPEACE amp TROUBLES FOR OTHERS LIKE IRAK INVATION SYRIA INVATION AFGHANISTAN ETC BECAUSE AMERICA ONLY THINKING OF CONTROL OIL amp GAS IN ALL THESE REGIONS HOW URGLY UNHEALTHY,0,"[106.757595, -6.213853]",Kebon Jeruk,recent,0,ArthurKangda,Sat Feb 10 11:06:13 +0000 2018,9.62e+17,4842268813.0,-0.0166666666667,neg,0.216666666667,6.3330586,5.6221058
1734,1734,So Let me read this right Mr art of the deal Fuck off bipartisan agreement Just do what I want Sorry being POTUS is a little different than owning a company your daddy paid for https t co YDtTpC8nwJ,0,"[106.792411, -6.268342]",Kebayoran Baru,recent,0,darren_spence,Fri Feb 09 14:09:49 +0000 2018,9.62e+17,139925143.0,-0.160357142857,neg,0.647142857143,9.6000359,7.9999721
1735,1735,So Jewish people are the chosen one Rothchild empire decades capitalism gangster while GeorgeSoros is Illuminati s operator of New World Order Under armpit you fucking greedy capitalists,0,"[95.004677, -11.007615]",Indonesia,recent,0,AndiPrama,Fri Feb 09 09:25:53 +0000 2018,9.62e+17,65577740.0,-0.154545454545,neg,0.418181818182,9.6000359,7.9999721
1736,1736,Make Korea Great Again,0,"[106.807441, -6.180635]",Gambir,recent,0,jajangmyeun,Fri Feb 09 07:00:54 +0000 2018,9.62e+17,2722480599.0,0.8,very pos,0.75,70.91949005,-111.197434654
1737,1737,Are you even sure you ll be representing the Republicans in 2020,0,"[3.198942, 6.4826762]",Ikeja,recent,0,osarah793,Mon Feb 19 08:53:12 +0000 2018,9.66e+17,4569182057.0,0.5,very pos,0.888888888889,6.3079035,7.551934
1738,1738,This insecure Mudafukah calling Oprah Winfrey insecure is the joke of the century Fuck Voice https t co 6ZIKKbE3b0,0,"[3.198942, 6.4826762]",Ikeja,recent,0,Papizy,Mon Feb 19 08:11:39 +0000 2018,9.65e+17,247643128.0,-0.466666666667,neg,0.783333333333,6.5960605,3.340787
1739,1739,Few hours Americans will mark President s Day I congratulate for giant strides so far Indeed America is GREAT AGAIN,0,"[7.3566227, 10.4252617]",Kaduna,recent,0,silvanusokon,Mon Feb 19 08:06:46 +0000 2018,9.65e+17,757981832.0,0.3,pos,0.916666666667,70.91949005,-111.197434654
1740,1740,Good for Trump who has demonstrated lack of insight in vetting the kind of people he appoints into his cabinet He succumb to establishment republicans wishing If he continues in this manner he will soon loss those that trusted his ability of judgement We can t be defending him,0,"[3.2629101, 6.6393308]",Alagbado,recent,0,urhoruba,Mon Feb 19 06:52:34 +0000 2018,9.65e+17,567733435.0,0.65,very pos,0.75,6.4499833,7.5000007
1741,1741,This guy e no dey tire lol Mehn I pray for this kind of relentless energy https t co ZJ6mnVTi8B,0,"[3.2131467, 6.4278856]",Lagos,recent,0,TegaTheKing,Mon Feb 19 06:49:57 +0000 2018,9.65e+17,101838357.0,0.7,very pos,0.8,70.91949005,-111.197434654
1742,1742,Pretty sure everyone thought Hillary was gonna win https t co X2ycgRnPIV,0,"[3.4023218, 6.3962643]",Victoria Island,recent,0,waleabba,Mon Feb 19 06:41:40 +0000 2018,9.65e+17,279577465.0,0.516666666667,very pos,0.762962962963,0.3317,41.7798
1743,1743,This guy https t co BvFbLGGABf,0,"[3.198942, 6.4826762]",Ikeja,recent,0,dejilam,Mon Feb 19 05:49:09 +0000 2018,9.65e+17,158008994.0,0.0,neu,0.0,0.3317,41.7798
1744,1744,Lol what a president you are,0,"[3.1000926, 6.4481668]",Ojo,recent,3,lekinson29,Mon Feb 19 05:42:14 +0000 2018,9.65e+17,224091247.0,0.8,very pos,0.7,0.3317,41.7798
1745,1745,That is My President On point,0,"[3.5750048, 6.4825679]",Addo,recent,0,jesugbodofo,Mon Feb 19 03:51:01 +0000 2018,9.65e+17,9.24e+17,0.0,neu,0.0,6.4550575,3.3941795
1746,1746,America needs me now to help fight gunviolence Dear Nigerian government please RELEASE MY PASSPORT LET ME TRAVEL To my fans I will reopen on Twitter and Instagram Pls go over there to FOLLOW I can help President Donald J Trump https t co 60LlG14bFN,0,"[3.7770114, 7.2991429]",Ibadan,recent,2,HNNAfrica,Mon Feb 19 02:52:54 +0000 2018,9.65e+17,16910746.0,0.0,neu,0.0,6.4550575,3.3941795
1747,1747,What a busy POTUS,0,"[3.198942, 6.4826762]",Ikeja,recent,0,osarah793,Sun Feb 18 22:26:10 +0000 2018,9.65e+17,4569182057.0,0.1,pos,0.3,9.6000359,7.9999721
1748,1748,You are quite sleazy This Russia thing may not bring you down no thanks to cowardly reps and senators but your lies and policy would definitely,0,"[3.4023218, 6.3962643]",Victoria Island,recent,0,alexashinze,Sun Feb 18 18:30:59 +0000 2018,9.65e+17,24751434.0,0.1,pos,0.35,7.7791666,4.5538891
1749,1749,Not a bright excuse We all know your tactics to the news Always want to connect a story to bash https t co 5jbdQU40UV,0,"[2.7063037, 6.3703877]",Lagos,recent,0,Olise_Emmanuel,Sun Feb 18 18:16:52 +0000 2018,9.65e+17,363018665.0,0.325,pos,0.425,6.4550575,3.3941795
1750,1750,Lol When he looks in the mirror what does he see https t co nFWB5GkGtP,0,"[3.198942, 6.4826762]",Ikeja,recent,0,0x,Sun Feb 18 17:09:26 +0000 2018,9.65e+17,8318052.0,0.8,very pos,0.7,70.91949005,-111.197434654
1751,1751,LOL I bless the Lord for being alive when Trump presided over America https t co QnrgnLiLim,0,"[7.0452547, 6.1945496]",Awka,recent,1,nnamdianekwe,Sun Feb 18 17:03:54 +0000 2018,9.65e+17,399681239.0,0.45,pos,0.55,5.5289005,7.4991542
1752,1752,Has someone hacked this account https t co sskx1tVJxI,0,"[8.4475987, 11.9296331]",Kano,recent,0,Misbahugld,Sun Feb 18 16:52:06 +0000 2018,9.65e+17,2816890410.0,0.0,neu,0.0,70.91949005,-111.197434654
1753,1753,So was it or was it not https t co vjt20wxONN,0,"[7.3045544, 8.961887]",Abuja,recent,0,naitwt,Sun Feb 18 15:37:04 +0000 2018,9.65e+17,279536604.0,0.0,neu,0.0,6.4499833,7.5000007
1754,1754,I was going to complain that Melania was all glamed up for this visit but seeing your comparison with our own Head of state i will let it pass That s the difference between a leader and a leader We still have a long way to go Get your voters card INEC voteprogressnotbackwardness,0,"[3.2131467, 6.4278856]",Lagos,recent,1,ijeoma_miriam,Sun Feb 18 14:47:26 +0000 2018,9.65e+17,273950356.0,-0.05,neg,0.4,8.4,4.466667
1755,1755,Come again,0,"[8.4475987, 11.9296331]",Kano,recent,0,vanderbash,Sun Feb 18 14:40:37 +0000 2018,9.65e+17,272912601.0,0.0,neu,0.0,8.4,4.466667
1756,1756,Stop making noise Oya pass am,0,"[13.0432909, 11.7826542]",Maiduguri,recent,0,kakstratos,Sun Feb 18 13:43:14 +0000 2018,9.65e+17,346777605.0,0.0,neu,0.0,8.4,4.466667
1757,1757,This is why Trump won Dude is real as fuck https t co SmUikctzBJ,0,"[3.198942, 6.4826762]",Ikeja,recent,0,maducarter5,Sun Feb 18 13:29:52 +0000 2018,9.65e+17,581999536.0,-0.6,very neg,0.9,6.5960605,3.340787
1758,1758,When mass murderers hit and Presidents and reacted differently Priority for both nation,0,"[3.4374437, 6.529347]",Ikorudu,recent,0,halflaspaloche,Sun Feb 18 13:16:25 +0000 2018,9.65e+17,312414102.0,0.0,neu,0.6,6.4550575,3.3941795
1759,1759,Never gotten over the fact that America voted a reality tv star in as president This life Pot of beans https t co Jlr01VRTCA,0,"[3.4023218, 6.3962643]",Victoria Island,recent,0,folustorms,Sun Feb 18 12:31:03 +0000 2018,9.65e+17,556331823.0,0.0,neu,0.0,0.3317,41.7798
1760,1760,66 people died They are still in mourning stop talking about money Show some respect https t co snRKpFozlQ,0,"[3.198942, 6.4826762]",Ikeja,recent,0,mageasa,Sun Feb 18 12:14:06 +0000 2018,9.65e+17,127201362.0,0.0,neu,0.0,6.4550575,3.3941795
1761,1761,You can call for an investigation Sir,0,"[7.3045544, 8.961887]",Abuja,recent,0,sultanabdumalik,Sun Feb 18 12:04:53 +0000 2018,9.65e+17,196680228.0,0.0,neu,0.0,70.91949005,-111.197434654
1762,1762,It s a shame that 13 Russians could change d outcome of a presidential election How people believed that is quite ridiculous 13 Russians,0,"[2.7063037, 6.3703877]",Lagos,recent,1,BadeOyedun,Sun Feb 18 11:10:03 +0000 2018,9.65e+17,486481278.0,-0.333333333333,neg,1.0,70.91949005,-111.197434654
